year,disease_category,metric_type,value,level,is_aggregate
2021,Perinatal period conditions,absolute_cases,8122.0,1,False
2021,"Pregnancy, childbirth and puerperium",absolute_cases,44363.0,1,False
2021,Respiratory system diseases,absolute_cases,892452.0,1,False
2021,Skin and subcutaneous tissue diseases,absolute_cases,59628.0,1,False
2021,All diseases,rate_per_10000,2209.3,0,True
2021,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,63.1,1,False
2021,Circulatory system diseases,rate_per_10000,166.5,1,False
2021,Clinical and laboratory abnormalities,rate_per_10000,13.9,1,False
2021,Congenital anomalies,rate_per_10000,3.0,1,False
2021,Digestive system diseases,rate_per_10000,173.6,1,False
2021,Ear and mastoid process diseases,rate_per_10000,56.2,1,False
2021,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,51.5,1,False
2021,Eye and adnexa diseases,rate_per_10000,102.8,1,False
2021,Genitourinary system diseases,rate_per_10000,104.5,1,False
2021,Infectious and parasitic diseases,rate_per_10000,207.1,1,False
2021,"Injuries, poisoning and external causes",rate_per_10000,108.6,1,False
2021,Mental and behavioral disorders,rate_per_10000,14.3,1,False
2021,Musculoskeletal system and connective tissue diseases,rate_per_10000,41.7,1,False
2021,Neoplasms,rate_per_10000,14.8,1,False
2021,Nervous system diseases,rate_per_10000,87.6,1,False
2021,Perinatal period conditions,rate_per_10000,723.3,1,False
2021,"Pregnancy, childbirth and puerperium",rate_per_10000,169.9,1,False
2021,Respiratory system diseases,rate_per_10000,888.5,1,False
2021,Skin and subcutaneous tissue diseases,rate_per_10000,59.4,1,False
2022,All diseases,absolute_cases,2259001.0,0,True
2022,Blood and blood-forming organ diseases and immune disorders,absolute_cases,66826.0,1,False
2022,Circulatory system diseases,absolute_cases,173539.0,1,False
2022,Clinical and laboratory abnormalities,absolute_cases,26146.0,1,False
2022,Congenital anomalies,absolute_cases,4065.0,1,False
2022,Digestive system diseases,absolute_cases,182605.0,1,False
2022,Ear and mastoid process diseases,absolute_cases,64478.0,1,False
2022,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,62577.0,1,False
2022,Eye and adnexa diseases,absolute_cases,119936.0,1,False
2022,Genitourinary system diseases,absolute_cases,128398.0,1,False
2022,Infectious and parasitic diseases,absolute_cases,171040.0,1,False
2022,"Injuries, poisoning and external causes",absolute_cases,130859.0,1,False
2022,Mental and behavioral disorders,absolute_cases,18561.0,1,False
2022,Musculoskeletal system and connective tissue diseases,absolute_cases,58213.0,1,False
2022,Neoplasms,absolute_cases,14932.0,1,False
2022,Nervous system diseases,absolute_cases,105353.0,1,False
2022,Perinatal period conditions,absolute_cases,7992.0,1,False
2022,"Pregnancy, childbirth and puerperium",absolute_cases,47801.0,1,False
2022,Respiratory system diseases,absolute_cases,814011.0,1,False
2022,Skin and subcutaneous tissue diseases,absolute_cases,61669.0,1,False
2022,All diseases,rate_per_10000,2237.7,0,True
2022,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,66.2,1,False
2022,Circulatory system diseases,rate_per_10000,171.9,1,False
2022,Clinical and laboratory abnormalities,rate_per_10000,25.9,1,False
2022,Congenital anomalies,rate_per_10000,4.0,1,False
2022,Digestive system diseases,rate_per_10000,180.9,1,False
2022,Ear and mastoid process diseases,rate_per_10000,63.9,1,False
2022,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,62.0,1,False
2022,Eye and adnexa diseases,rate_per_10000,118.8,1,False
2022,Genitourinary system diseases,rate_per_10000,127.2,1,False
2022,Infectious and parasitic diseases,rate_per_10000,169.4,1,False
2022,"Injuries, poisoning and external causes",rate_per_10000,129.6,1,False
2022,Mental and behavioral disorders,rate_per_10000,18.4,1,False
2022,Musculoskeletal system and connective tissue diseases,rate_per_10000,57.7,1,False
2022,Neoplasms,rate_per_10000,14.8,1,False
2022,Nervous system diseases,rate_per_10000,104.4,1,False
2022,Perinatal period conditions,rate_per_10000,650.6,1,False
2022,"Pregnancy, childbirth and puerperium",rate_per_10000,182.2,1,False
2022,Respiratory system diseases,rate_per_10000,806.3,1,False
2022,Skin and subcutaneous tissue diseases,rate_per_10000,61.1,1,False
2023,All diseases,absolute_cases,2616715.0,0,True
2023,Blood and blood-forming organ diseases and immune disorders,absolute_cases,77660.2,1,False
2023,Circulatory system diseases,absolute_cases,212206.0,1,False
2023,Clinical and laboratory abnormalities,absolute_cases,31374.0,1,False
2023,Congenital anomalies,absolute_cases,4878.0,1,False
2023,Digestive system diseases,absolute_cases,220576.0,1,False
2023,Ear and mastoid process diseases,absolute_cases,70822.0,1,False
2023,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,75609.8,1,False
2023,Eye and adnexa diseases,absolute_cases,119094.0,1,False
2023,Genitourinary system diseases,absolute_cases,154077.0,1,False
2023,Infectious and parasitic diseases,absolute_cases,205790.0,1,False
2023,"Injuries, poisoning and external causes",absolute_cases,157031.0,1,False
2023,Mental and behavioral disorders,absolute_cases,22273.0,1,False
2023,Musculoskeletal system and connective tissue diseases,absolute_cases,58378.0,1,False
2023,Neoplasms,absolute_cases,18462.0,1,False
2023,Nervous system diseases,absolute_cases,82025.0,1,False
2023,Perinatal period conditions,absolute_cases,9590.0,1,False
2023,"Pregnancy, childbirth and puerperium",absolute_cases,57361.0,1,False
2023,Respiratory system diseases,absolute_cases,963610.0,1,False
2023,Skin and subcutaneous tissue diseases,absolute_cases,75898.0,1,False
2023,All diseases,rate_per_10000,2577.0,0,True
2023,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,76.5,1,False
2023,Circulatory system diseases,rate_per_10000,209.0,1,False
2023,Clinical and laboratory abnormalities,rate_per_10000,30.9,1,False
2023,Congenital anomalies,rate_per_10000,4.8,1,False
2023,Digestive system diseases,rate_per_10000,217.2,1,False
2023,Ear and mastoid process diseases,rate_per_10000,69.7,1,False
2023,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,74.5,1,False
2023,Eye and adnexa diseases,rate_per_10000,117.3,1,False
2023,Genitourinary system diseases,rate_per_10000,151.7,1,False
2023,Infectious and parasitic diseases,rate_per_10000,202.7,1,False
2023,"Injuries, poisoning and external causes",rate_per_10000,154.7,1,False
2023,Mental and behavioral disorders,rate_per_10000,21.9,1,False
2023,Musculoskeletal system and connective tissue diseases,rate_per_10000,57.5,1,False
2023,Neoplasms,rate_per_10000,18.2,1,False
2023,Nervous system diseases,rate_per_10000,80.8,1,False
2023,Perinatal period conditions,rate_per_10000,851.5,1,False
2023,"Pregnancy, childbirth and puerperium",rate_per_10000,217.2,1,False
2023,Respiratory system diseases,rate_per_10000,949.0,1,False
2023,Skin and subcutaneous tissue diseases,rate_per_10000,74.7,1,False
2024,All diseases,absolute_cases,2870154.0,0,True
2024,Blood and blood-forming organ diseases and immune disorders,absolute_cases,83901.0,1,False
2024,Circulatory system diseases,absolute_cases,233085.0,1,False
2024,Clinical and laboratory abnormalities,absolute_cases,33188.0,1,False
2024,Congenital anomalies,absolute_cases,5111.0,1,False
2024,Digestive system diseases,absolute_cases,240720.0,1,False
2024,Ear and mastoid process diseases,absolute_cases,76957.0,1,False
2024,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,82764.0,1,False
2024,Eye and adnexa diseases,absolute_cases,129898.0,1,False
2024,Genitourinary system diseases,absolute_cases,165501.0,1,False
2024,Infectious and parasitic diseases,absolute_cases,225716.0,1,False
2024,"Injuries, poisoning and external causes",absolute_cases,169827.0,1,False
2024,Mental and behavioral disorders,absolute_cases,24228.0,1,False
2024,Musculoskeletal system and connective tissue diseases,absolute_cases,63564.0,1,False
2024,Neoplasms,absolute_cases,20302.0,1,False
2024,Nervous system diseases,absolute_cases,89370.0,1,False
2024,Perinatal period conditions,absolute_cases,9980.0,1,False
2024,"Pregnancy, childbirth and puerperium",absolute_cases,62733.0,1,False
2024,Respiratory system diseases,absolute_cases,1070918.0,1,False
2024,Skin and subcutaneous tissue diseases,absolute_cases,82391.0,1,False
2024,All diseases,rate_per_10000,2813.1,0,True
2024,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,82.2,1,False
2024,Circulatory system diseases,rate_per_10000,228.5,1,False
2024,Clinical and laboratory abnormalities,rate_per_10000,32.5,1,False
2024,Congenital anomalies,rate_per_10000,5.0,1,False
2024,Digestive system diseases,rate_per_10000,235.9,1,False
2024,Ear and mastoid process diseases,rate_per_10000,75.4,1,False
2024,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,81.1,1,False
2024,Eye and adnexa diseases,rate_per_10000,127.3,1,False
2024,Genitourinary system diseases,rate_per_10000,162.2,1,False
2024,Infectious and parasitic diseases,rate_per_10000,221.2,1,False
2024,"Injuries, poisoning and external causes",rate_per_10000,166.5,1,False
2024,Mental and behavioral disorders,rate_per_10000,23.7,1,False
2024,Musculoskeletal system and connective tissue diseases,rate_per_10000,62.3,1,False
2024,Neoplasms,rate_per_10000,19.9,1,False
2024,Nervous system diseases,rate_per_10000,87.6,1,False
2024,Perinatal period conditions,rate_per_10000,975.5,1,False
2024,"Pregnancy, childbirth and puerperium",rate_per_10000,235.8,1,False
2024,Respiratory system diseases,rate_per_10000,1049.6,1,False
2024,Skin and subcutaneous tissue diseases,rate_per_10000,80.8,1,False
